Age,Gender,Country,Occupation,Marital Status,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Primary Platform,Screen Time (hrs),Device Type,Internet Speed (Mbps),Data Plan Used,Social Media Fatigue Level (scale 1-10),Digital Well-being Awareness,Tech Savviness Level (scale 1-10),Average Sleep Time (hrs),Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Physical Activity Time (hrs),Monthly Income (USD),Monthly Expenditure on Entertainment (USD),Subscription Platforms,Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),News Consumption Time (hrs)
54,Male,Germany,Unemployed,Divorced,2.4,6.11,3.85,4.03,3.67,YouTube,6.75,Smartphone,87.57,10GB,1,High,9,8.96,4,4,2.86,9515.05,66.38,3,Movies,Networking,YouTube,0.88,2.81
59,Other,Germany,Unemployed,Married,7.21,1.85,1.29,1.56,2.13,Twitter,3.12,PC,6.29,Unlimited,7,Moderate,4,7.42,7,1,1.4,9701.23,115.21,5,News,Entertainment,Netflix,0.3,2.49
29,Male,India,Retired,Divorced,5.83,1.33,1.64,6.27,1.64,YouTube,7.8,PC,73.53,10GB,2,Low,2,4.77,6,5,1.84,2444.35,4.23,0,Series,News,Amazon Prime,1.66,2.22
18,Other,UK,Retired,Married,4.63,6.18,4.17,5.53,4.38,Twitter,11.3,Smartphone,70.18,10GB,3,Low,6,5.0,2,5,2.79,1591.14,96.84,0,News,Entertainment,Amazon Prime,0.94,1.02
24,Female,USA,Student,Single,6.97,3.62,0.87,4.6,2.35,Twitter,2.46,PC,18.68,10GB,8,Moderate,8,8.9,6,2,0.59,6042.71,360.93,5,News,News,YouTube,0.19,1.72
35,Female,Germany,Retired,Married,5.2,1.7,2.84,1.37,3.44,Facebook,7.47,Smartphone,61.98,Unlimited,5,Moderate,8,5.73,8,2,0.37,4880.97,4.53,2,News,News,Netflix,0.9,0.05
55,Male,Canada,Student,Married,3.49,4.35,1.0,6.16,3.04,TikTok,3.15,PC,78.56,50GB,1,Low,9,7.92,9,6,0.93,4862.66,284.14,2,Movies,Education,Spotify,0.43,2.01
57,Male,USA,Student,Single,4.34,4.61,3.43,6.37,4.39,TikTok,10.21,Tablet,30.87,Unlimited,7,High,8,6.69,5,9,0.06,4116.62,36.28,2,Series,News,Netflix,0.22,0.99
13,Male,Canada,Unemployed,Single,5.3,8.0,4.66,3.59,0.78,Instagram,10.24,Tablet,34.13,Unlimited,4,High,6,6.13,9,5,0.82,7505.38,405.82,3,Movies,News,Netflix,0.58,1.99
39,Male,Germany,Unemployed,Single,3.51,8.87,2.16,2.33,0.11,YouTube,11.34,Tablet,40.9,Unlimited,6,Moderate,7,7.41,7,1,0.7,9602.8,304.1,4,Short Videos,News,YouTube,3.0,1.78
34,Male,Germany,Retired,Widowed,6.42,5.35,0.24,2.41,2.28,Instagram,11.46,PC,31.79,Unlimited,5,Low,2,8.62,9,4,2.06,6302.36,481.5,4,Short Videos,Education,Amazon Prime,0.35,2.42
24,Female,India,Professional,Single,5.22,8.33,2.21,3.89,4.41,Instagram,3.17,PC,46.37,Unlimited,7,Moderate,3,6.52,4,1,1.22,9087.83,48.16,4,Movies,Education,YouTube,3.1,0.84
19,Female,UK,Retired,Single,2.02,6.29,4.04,0.91,2.45,YouTube,9.09,Tablet,58.42,Unlimited,5,Moderate,7,5.69,4,2,2.12,1740.12,431.71,1,News,Education,Spotify,0.69,1.26
30,Other,Canada,Professional,Widowed,7.64,3.64,1.81,1.83,2.11,TikTok,8.61,PC,25.82,10GB,8,Moderate,7,8.3,3,2,0.33,6910.55,97.02,4,Movies,Entertainment,Spotify,2.31,2.76
62,Other,Germany,Unemployed,Single,3.99,7.2,0.38,6.81,1.82,Twitter,4.89,Tablet,88.23,10GB,3,Moderate,2,8.15,6,6,0.32,3846.0,24.42,2,Short Videos,Networking,Netflix,2.69,2.33
29,Female,Germany,Student,Widowed,5.53,3.52,3.0,2.75,0.45,Twitter,5.57,Smartphone,95.95,10GB,2,Low,7,6.05,7,7,0.24,8052.58,356.8,2,Movies,Education,Spotify,1.82,2.16
39,Other,Australia,Student,Widowed,7.32,0.54,2.99,5.17,2.87,Facebook,9.22,PC,70.98,50GB,7,Moderate,2,4.56,8,1,0.99,8441.5,129.88,4,News,Entertainment,YouTube,0.79,1.15
49,Female,Canada,Retired,Widowed,6.91,1.5,4.29,5.58,3.09,Twitter,4.47,Tablet,25.06,Unlimited,7,High,1,8.83,2,5,1.83,845.48,352.02,1,Short Videos,Education,YouTube,1.24,1.21
31,Female,India,Unemployed,Widowed,3.12,5.02,2.84,3.01,2.3,TikTok,11.56,PC,40.97,Unlimited,1,Low,3,5.4,1,1,1.71,2799.29,284.35,1,News,Education,Spotify,1.12,1.53
63,Female,Germany,Retired,Widowed,7.66,9.8,3.94,2.37,3.47,TikTok,6.65,Tablet,68.01,10GB,4,Moderate,2,5.63,1,9,2.38,3392.69,85.96,2,Short Videos,News,Netflix,1.65,1.27
63,Male,Canada,Professional,Single,0.62,1.59,1.01,5.16,3.08,YouTube,2.84,Smartphone,87.15,50GB,2,Moderate,9,7.41,8,6,2.52,6743.99,285.46,5,Short Videos,Education,YouTube,3.58,1.32
26,Male,USA,Student,Widowed,3.74,2.6,1.04,2.17,0.44,TikTok,9.4,Tablet,12.54,10GB,5,Low,6,5.99,6,2,2.13,3517.84,283.6,0,Short Videos,Networking,Spotify,0.36,1.79
38,Male,Germany,Unemployed,Single,3.18,2.26,2.53,0.62,1.14,Instagram,10.02,PC,64.83,50GB,2,High,4,6.16,8,3,0.21,8034.23,159.76,0,Short Videos,News,YouTube,1.06,0.59
28,Female,Canada,Unemployed,Widowed,4.63,6.23,3.64,0.75,4.52,Facebook,10.91,Tablet,6.44,Unlimited,6,Moderate,8,5.03,7,9,0.77,9090.53,313.21,0,Movies,Networking,Amazon Prime,2.82,0.77
27,Other,Germany,Unemployed,Divorced,2.09,7.51,0.28,2.37,0.87,TikTok,10.21,Smartphone,42.68,10GB,9,Moderate,7,8.05,8,1,0.81,3732.34,214.27,5,Series,Education,Spotify,3.24,0.1
14,Male,Australia,Student,Single,4.61,4.18,0.61,4.97,0.37,Facebook,7.17,Smartphone,22.15,50GB,4,Low,6,6.77,4,2,1.41,6184.8,159.45,2,Short Videos,Entertainment,Amazon Prime,1.56,1.46
44,Other,Germany,Retired,Married,6.7,9.6,1.11,2.57,4.47,YouTube,6.69,PC,58.04,10GB,1,Low,7,6.9,6,8,0.72,2322.31,385.4,4,News,News,YouTube,0.34,0.81
39,Male,Canada,Retired,Widowed,4.67,6.62,4.4,1.87,0.79,YouTube,6.5,Smartphone,74.92,10GB,5,High,8,8.37,9,4,2.38,3531.59,494.91,5,News,News,YouTube,3.74,2.27
15,Other,India,Student,Single,7.66,9.66,1.73,4.51,0.87,YouTube,9.48,Smartphone,5.46,50GB,6,High,7,5.45,3,2,2.52,3570.44,289.99,1,Short Videos,Education,Spotify,2.02,1.62
27,Female,Germany,Unemployed,Married,7.82,6.98,2.77,2.76,3.48,TikTok,8.02,Smartphone,84.33,50GB,1,Moderate,4,7.07,6,1,0.52,9518.78,16.61,5,Short Videos,News,Amazon Prime,0.98,1.42
60,Male,USA,Retired,Divorced,7.68,0.88,4.21,4.96,1.09,YouTube,11.32,Tablet,87.71,50GB,8,Moderate,6,6.6,9,1,2.47,8371.57,45.23,1,Movies,Entertainment,YouTube,2.91,2.28
25,Male,Canada,Student,Single,0.61,0.71,4.53,1.43,3.74,Twitter,11.32,Smartphone,28.79,50GB,6,Moderate,4,5.56,8,4,2.96,588.02,470.12,0,Short Videos,Networking,Amazon Prime,0.36,1.97
20,Female,Canada,Student,Single,7.23,0.89,1.52,1.67,4.73,TikTok,3.13,Smartphone,64.98,10GB,3,Moderate,6,6.64,6,4,1.91,7201.31,256.26,2,Movies,Education,Amazon Prime,2.07,2.25
38,Other,UK,Student,Widowed,6.03,8.55,2.98,1.43,4.54,YouTube,3.39,Smartphone,51.13,50GB,2,High,4,6.13,2,4,1.51,5031.99,252.86,5,Series,Entertainment,Amazon Prime,3.64,2.8
64,Male,Germany,Retired,Married,2.21,5.53,2.01,1.24,1.76,YouTube,8.8,Tablet,43.04,50GB,2,High,6,7.82,5,8,2.91,2903.55,290.32,1,Series,Education,Spotify,2.67,2.82
25,Other,India,Retired,Widowed,3.32,4.87,3.89,1.89,2.17,TikTok,7.76,Tablet,46.08,Unlimited,5,Moderate,6,4.78,4,5,0.4,4717.5,363.33,1,News,Networking,YouTube,3.74,2.65
47,Other,Canada,Unemployed,Married,7.99,7.72,3.27,4.51,4.74,YouTube,11.68,Smartphone,23.35,10GB,7,High,8,4.33,8,6,2.04,6609.7,104.63,2,Series,Networking,Spotify,3.68,2.87
52,Other,India,Professional,Divorced,1.35,6.41,1.56,6.98,0.82,YouTube,2.59,PC,5.16,Unlimited,3,High,2,5.56,3,6,2.6,2634.7,178.77,5,Series,Education,Amazon Prime,1.89,2.71
25,Male,Canada,Student,Married,5.66,2.78,0.94,5.49,1.31,Facebook,7.02,Smartphone,94.16,50GB,7,Low,7,6.48,6,6,2.24,5061.29,364.75,2,Series,Entertainment,Amazon Prime,0.63,0.05
50,Other,Australia,Professional,Divorced,6.9,4.05,3.43,3.77,4.51,Twitter,4.69,Tablet,61.73,50GB,2,Low,3,5.31,2,7,2.84,7696.07,108.99,5,Series,Networking,YouTube,2.31,2.98
32,Other,Germany,Student,Widowed,1.28,8.53,3.96,5.65,1.3,YouTube,4.75,Tablet,92.15,10GB,5,High,1,8.61,7,6,2.27,9059.16,100.24,5,Series,Entertainment,YouTube,2.64,1.19
45,Other,Canada,Retired,Divorced,6.46,4.0,3.91,1.17,3.88,Facebook,9.58,PC,34.33,Unlimited,9,Moderate,8,4.17,2,9,1.3,3347.5,60.2,4,Short Videos,Education,Amazon Prime,2.12,1.12
45,Male,India,Retired,Single,4.5,5.73,0.27,4.17,3.09,Instagram,9.04,Tablet,28.86,10GB,4,Moderate,2,5.75,7,1,1.14,7319.97,446.12,2,News,Entertainment,Amazon Prime,1.44,2.75
40,Male,Australia,Student,Married,1.13,7.59,4.06,4.78,2.73,Twitter,10.99,Tablet,34.7,50GB,9,Low,5,6.26,7,8,2.31,5882.51,256.63,3,Movies,Entertainment,YouTube,1.92,1.1
17,Other,USA,Retired,Single,1.92,1.91,4.31,1.3,2.07,Instagram,4.23,Smartphone,59.65,10GB,8,High,3,5.0,5,7,2.22,4845.73,195.68,4,Short Videos,Networking,Amazon Prime,2.65,0.47
56,Female,USA,Student,Married,2.56,2.29,4.42,2.71,2.6,TikTok,9.89,Smartphone,53.51,10GB,1,Moderate,9,7.69,2,4,1.32,2426.52,429.37,2,News,Education,YouTube,0.3,0.73
29,Other,Germany,Retired,Married,7.44,9.26,0.87,1.83,2.62,YouTube,6.16,Tablet,47.52,10GB,8,Moderate,4,8.57,1,9,1.91,4902.53,458.41,5,Series,Networking,Amazon Prime,0.79,0.23
22,Other,Canada,Retired,Single,7.92,7.69,0.69,4.36,2.01,Facebook,7.47,PC,98.96,Unlimited,1,Moderate,9,8.81,5,7,0.13,3936.04,13.04,3,News,Networking,YouTube,3.03,2.52
15,Male,Germany,Unemployed,Single,2.09,6.81,2.18,4.08,1.7,TikTok,7.12,Tablet,5.52,50GB,7,High,2,7.37,8,4,0.31,6528.69,346.04,3,Short Videos,Entertainment,Amazon Prime,3.63,1.19
43,Female,Canada,Student,Divorced,0.6,8.37,2.92,2.03,4.17,Twitter,11.84,Tablet,57.23,Unlimited,6,Low,5,5.81,6,2,1.58,9418.83,381.62,3,Movies,Networking,Amazon Prime,0.88,0.92
48,Other,Germany,Retired,Married,2.0,10.0,2.34,3.97,2.17,Facebook,10.8,Tablet,79.95,50GB,5,High,1,8.63,5,5,1.21,9215.58,333.93,4,Movies,Networking,Spotify,3.75,2.91
13,Other,Germany,Student,Single,6.97,4.49,4.2,3.34,4.85,Instagram,5.34,Smartphone,27.06,50GB,6,Low,5,7.12,6,9,0.77,8075.19,152.59,1,Series,Networking,Spotify,3.67,2.43
39,Female,Germany,Professional,Married,7.19,3.57,4.19,6.21,1.68,YouTube,11.11,Tablet,25.24,Unlimited,9,High,3,4.25,4,8,2.05,8223.85,474.11,1,Short Videos,Education,Amazon Prime,0.77,1.51
24,Other,USA,Professional,Married,1.37,2.22,0.71,3.78,0.84,YouTube,4.86,PC,44.95,50GB,9,Low,9,7.37,7,2,2.78,3000.11,186.12,2,Short Videos,Networking,Spotify,3.48,1.51
46,Other,UK,Professional,Widowed,1.04,5.35,1.92,3.0,2.12,Instagram,6.61,Smartphone,24.97,Unlimited,5,Low,2,4.07,3,7,0.33,5700.28,177.19,5,Movies,Entertainment,YouTube,1.85,0.39
22,Female,UK,Student,Married,7.68,8.94,1.52,3.37,4.69,Facebook,2.64,Smartphone,62.81,10GB,1,Low,2,8.03,6,6,0.92,6826.9,298.32,2,Series,News,YouTube,0.05,0.51
48,Male,UK,Unemployed,Divorced,5.68,5.26,2.7,3.52,1.19,Instagram,10.95,Smartphone,59.0,10GB,9,Moderate,7,8.5,6,3,0.56,9993.53,174.32,2,Series,Entertainment,Amazon Prime,3.67,1.18
33,Male,Germany,Retired,Divorced,3.62,1.95,3.96,1.62,2.71,TikTok,8.95,Tablet,90.86,Unlimited,4,High,7,6.53,5,5,1.52,8116.8,104.68,1,Movies,Entertainment,Netflix,1.86,1.56
61,Other,India,Student,Single,4.25,8.65,0.21,4.17,0.33,Facebook,5.11,Smartphone,21.11,10GB,2,Low,2,4.52,5,3,0.89,913.69,341.71,5,News,Entertainment,YouTube,1.23,1.49
20,Female,Germany,Student,Divorced,5.49,6.49,1.91,1.32,1.15,TikTok,3.18,Tablet,37.48,10GB,4,Low,1,8.59,5,3,2.15,4686.12,100.03,3,Series,Education,Amazon Prime,2.62,1.31
30,Male,Canada,Retired,Widowed,0.61,5.64,2.53,4.54,3.81,YouTube,5.27,Tablet,35.47,Unlimited,3,Low,2,6.99,3,9,1.5,8085.6,238.33,3,Movies,News,YouTube,0.65,1.44
18,Male,Germany,Retired,Married,0.81,7.92,4.01,4.38,4.02,Twitter,9.16,Smartphone,27.15,Unlimited,3,Low,1,7.1,4,5,0.8,7187.02,354.1,1,Short Videos,Networking,YouTube,1.69,0.94
61,Male,Australia,Retired,Widowed,1.63,2.84,3.35,5.28,4.37,Instagram,2.85,Smartphone,41.48,50GB,6,Moderate,7,4.79,5,1,1.25,6429.86,202.07,4,News,Education,YouTube,3.1,0.29
58,Other,USA,Retired,Single,5.29,5.82,1.58,1.29,0.41,Facebook,8.12,PC,14.6,Unlimited,5,Moderate,7,4.62,2,7,1.45,6446.02,215.43,0,Short Videos,Education,Spotify,2.88,2.53
26,Female,UK,Unemployed,Widowed,2.31,7.21,3.63,5.92,0.37,Twitter,2.53,PC,79.45,10GB,8,High,2,5.68,8,6,1.63,2017.08,18.87,5,Movies,Entertainment,Netflix,2.05,0.36
47,Male,UK,Unemployed,Married,1.88,5.38,1.87,0.76,2.01,Facebook,6.93,PC,36.93,50GB,5,High,9,7.0,4,3,0.12,1415.4,326.66,0,Short Videos,Education,Spotify,0.02,1.6
55,Female,USA,Student,Divorced,6.16,4.66,1.11,1.06,0.65,YouTube,2.66,PC,74.19,10GB,8,Low,1,4.79,7,1,0.83,649.27,349.95,4,News,News,Amazon Prime,0.24,0.38
41,Male,UK,Student,Widowed,5.53,8.68,1.2,0.54,4.82,YouTube,8.47,Tablet,30.88,50GB,7,Moderate,3,5.67,5,8,2.55,923.38,374.69,4,News,Education,Amazon Prime,0.47,2.36
40,Female,Germany,Retired,Married,3.27,0.55,3.33,1.51,1.67,Facebook,11.45,Tablet,5.64,10GB,1,High,3,7.96,4,4,2.3,5989.75,457.85,3,Short Videos,Networking,Netflix,3.56,2.48
25,Other,Canada,Student,Widowed,5.11,3.75,1.5,4.04,1.96,Facebook,3.19,PC,68.34,Unlimited,8,Low,3,7.96,9,3,2.21,9657.86,430.5,0,Series,Education,Amazon Prime,1.81,2.3
17,Female,Australia,Professional,Married,4.92,9.79,0.44,3.61,4.1,TikTok,8.97,Tablet,31.83,50GB,8,High,9,6.69,8,8,2.67,8026.28,75.38,3,News,Entertainment,Spotify,1.28,0.89
59,Female,USA,Retired,Widowed,3.85,3.85,2.22,5.05,3.01,YouTube,2.03,Smartphone,6.15,10GB,6,Moderate,3,4.15,2,2,2.68,8414.0,354.15,0,Movies,Entertainment,Amazon Prime,1.75,0.47
59,Female,Australia,Professional,Married,4.58,9.57,4.65,2.5,1.74,Instagram,3.92,PC,35.49,10GB,7,High,3,4.79,8,3,2.85,3495.53,100.78,3,Series,News,Spotify,3.81,1.96
45,Male,Australia,Retired,Divorced,3.03,6.77,3.33,0.72,0.26,Facebook,5.6,Tablet,40.32,10GB,4,Moderate,9,4.07,2,3,2.86,5858.71,194.75,5,Short Videos,Entertainment,Spotify,3.65,2.89
30,Male,Canada,Professional,Married,1.82,0.81,4.95,1.33,1.61,Facebook,9.96,PC,81.94,Unlimited,9,Moderate,1,6.48,7,2,2.22,8224.62,368.7,0,Series,Entertainment,Netflix,0.35,0.55
31,Female,Canada,Professional,Widowed,3.16,8.39,1.31,5.01,0.32,Instagram,9.3,Tablet,40.93,10GB,1,Moderate,3,8.55,8,6,1.85,3780.84,324.31,5,Movies,News,Spotify,3.63,1.61
50,Other,UK,Professional,Divorced,6.88,4.13,3.67,1.18,2.96,Facebook,4.72,PC,28.05,Unlimited,2,Low,7,7.38,5,6,2.44,4642.81,461.81,3,Short Videos,Networking,Spotify,1.18,0.09
59,Male,UK,Student,Single,1.41,5.24,0.25,1.04,4.36,Facebook,3.53,Tablet,30.78,Unlimited,1,Moderate,9,4.37,5,3,2.31,3591.82,392.24,2,Movies,Networking,Netflix,3.38,0.08
59,Other,USA,Student,Widowed,1.99,7.69,3.48,5.63,0.87,Twitter,10.22,Smartphone,33.64,50GB,5,Moderate,7,7.95,5,5,0.81,3790.48,450.98,1,News,News,Netflix,2.42,2.31
53,Other,Canada,Student,Divorced,2.55,1.04,1.84,3.02,0.24,TikTok,9.56,Tablet,25.54,10GB,7,Moderate,2,4.39,4,4,1.32,8383.72,112.12,1,Series,Entertainment,YouTube,1.11,0.79
46,Male,India,Professional,Married,1.28,0.73,2.59,5.55,1.42,YouTube,8.37,Smartphone,44.81,50GB,7,Moderate,1,5.46,7,8,2.6,8431.18,74.94,3,Movies,Networking,Spotify,1.69,1.21
17,Female,Canada,Retired,Married,3.82,0.87,4.32,6.8,0.75,YouTube,2.98,Tablet,10.92,50GB,9,Moderate,3,6.57,8,7,1.8,3194.69,1.57,1,Movies,Education,Netflix,1.21,0.72
21,Male,Canada,Retired,Married,5.29,7.26,4.58,5.15,2.01,TikTok,4.49,PC,6.5,Unlimited,9,Moderate,6,6.93,4,2,0.31,8370.47,254.4,3,Short Videos,Networking,Netflix,3.01,1.12
59,Other,India,Student,Divorced,7.21,3.2,1.63,3.66,3.61,Instagram,10.75,Smartphone,31.15,Unlimited,8,High,1,5.07,4,8,0.51,4853.04,52.67,4,Movies,Networking,Spotify,0.53,0.09
44,Male,UK,Professional,Divorced,2.57,1.24,1.73,2.35,0.99,Instagram,6.31,Smartphone,69.45,10GB,6,High,5,4.63,8,4,2.13,1269.85,420.49,3,Short Videos,Networking,Amazon Prime,1.58,2.82
13,Male,Australia,Professional,Married,2.95,6.85,4.57,2.26,3.63,YouTube,6.18,Smartphone,82.55,Unlimited,5,Low,4,7.72,7,5,0.48,8002.53,84.38,5,Series,Networking,Amazon Prime,1.47,2.79
18,Female,India,Professional,Divorced,1.48,3.24,0.65,2.9,4.22,Twitter,10.53,Smartphone,10.31,50GB,5,High,2,5.8,8,1,0.52,1815.49,397.93,1,Short Videos,News,Spotify,0.68,0.48
47,Female,Canada,Professional,Married,6.58,2.74,0.23,0.72,3.93,TikTok,3.16,PC,13.5,50GB,5,Moderate,2,4.97,4,2,1.78,1044.0,260.85,3,Series,Entertainment,Spotify,0.97,0.32
13,Other,Canada,Unemployed,Single,6.07,5.44,0.45,2.51,0.36,Facebook,4.25,Smartphone,91.63,50GB,7,High,2,6.7,5,4,2.57,9330.05,321.38,2,News,Education,Spotify,2.7,1.03
21,Other,Australia,Professional,Married,7.77,4.69,0.8,5.14,0.75,Instagram,4.46,Tablet,32.0,10GB,3,Moderate,6,8.57,3,9,1.28,7810.71,149.07,1,Short Videos,News,Spotify,1.76,0.64
41,Female,UK,Professional,Divorced,3.12,1.03,3.87,4.21,0.05,Twitter,7.91,Smartphone,8.3,Unlimited,2,High,2,8.69,6,1,1.64,7175.72,379.33,5,Series,Networking,Netflix,1.22,1.68
48,Female,USA,Student,Married,4.21,5.21,2.46,2.86,4.84,Facebook,5.01,Tablet,72.63,Unlimited,3,Moderate,2,7.49,8,2,2.35,7424.58,44.17,0,Movies,News,YouTube,3.17,1.98
46,Female,Canada,Professional,Married,7.79,8.72,4.22,1.84,0.12,Twitter,7.96,Tablet,13.28,10GB,8,High,2,6.26,3,2,0.02,7742.76,136.3,0,Series,Entertainment,YouTube,2.36,1.14
24,Male,India,Unemployed,Married,2.54,1.68,1.93,3.77,1.77,Instagram,6.0,PC,7.68,10GB,2,High,7,8.85,5,7,2.01,2759.81,411.91,5,Short Videos,News,Netflix,2.85,0.69
50,Female,Australia,Professional,Widowed,3.09,6.7,2.21,2.87,0.05,YouTube,10.36,Tablet,96.36,50GB,8,Low,8,6.46,7,5,2.1,9017.02,169.36,3,Series,Entertainment,Netflix,0.46,2.28
25,Other,India,Unemployed,Divorced,2.13,4.57,1.24,2.13,1.93,Instagram,9.71,PC,59.19,50GB,4,Moderate,3,5.43,5,5,1.26,6805.9,336.54,1,Short Videos,News,Spotify,3.7,2.15
29,Female,Australia,Unemployed,Widowed,7.29,0.75,1.42,2.73,4.11,YouTube,8.82,Tablet,20.17,10GB,8,Low,4,4.52,6,8,0.69,1546.64,37.2,3,Short Videos,Education,Netflix,3.66,0.05
51,Female,Australia,Unemployed,Married,1.26,3.8,1.94,5.0,0.41,YouTube,2.23,PC,62.14,50GB,8,Low,8,4.16,5,4,0.9,7551.59,453.81,3,News,Entertainment,Netflix,1.46,2.24
46,Female,Canada,Unemployed,Divorced,4.49,5.72,3.68,3.9,4.89,Instagram,5.42,PC,12.93,Unlimited,1,High,8,6.22,7,5,2.03,7085.66,472.77,2,Movies,Networking,Netflix,0.25,0.74
57,Female,UK,Professional,Single,5.62,4.64,3.41,1.21,1.46,TikTok,11.48,Smartphone,50.59,10GB,6,High,4,6.12,1,2,1.31,9906.6,349.4,1,News,Education,YouTube,2.96,0.95
47,Male,UK,Unemployed,Married,7.33,6.2,4.4,3.97,1.73,YouTube,3.02,Smartphone,58.35,Unlimited,4,Low,2,7.71,4,3,2.34,3545.84,336.43,5,Series,Entertainment,Netflix,0.71,1.59
42,Other,USA,Retired,Widowed,4.0,7.71,3.39,2.37,0.09,TikTok,6.82,PC,54.54,10GB,5,Low,2,8.71,9,5,2.54,5473.83,468.5,2,Movies,Networking,Amazon Prime,1.28,1.41
17,Male,India,Retired,Divorced,1.69,6.4,4.79,1.04,1.17,Facebook,6.64,Smartphone,97.62,10GB,1,Moderate,7,6.48,5,7,0.08,7991.64,274.1,1,Short Videos,Networking,Amazon Prime,3.58,0.35
32,Female,India,Retired,Married,0.63,8.86,0.35,4.15,2.25,Instagram,10.78,Smartphone,88.36,50GB,6,Moderate,9,6.23,2,4,1.83,9699.46,101.54,0,Series,Entertainment,YouTube,1.83,1.3
26,Female,USA,Unemployed,Divorced,2.46,2.67,2.1,1.35,2.36,Instagram,7.22,Tablet,90.1,50GB,2,High,8,4.3,6,8,2.65,4045.67,439.92,1,Movies,Entertainment,YouTube,2.34,2.23
25,Other,India,Retired,Divorced,5.12,9.0,2.94,6.83,3.66,Facebook,2.08,Tablet,29.11,50GB,4,Low,4,5.0,8,8,0.74,3169.24,18.06,3,Short Videos,Entertainment,Spotify,3.23,0.49
63,Other,Australia,Unemployed,Divorced,5.56,2.86,1.74,6.47,1.94,Facebook,5.51,Smartphone,78.82,10GB,1,Low,7,8.65,9,8,1.64,1408.56,39.99,0,News,Networking,YouTube,3.82,0.17
33,Female,Canada,Professional,Divorced,1.68,8.02,0.67,1.94,2.85,Instagram,7.84,Smartphone,9.98,10GB,2,Low,4,5.27,9,6,1.02,1401.41,261.86,2,News,Networking,YouTube,0.78,0.24
59,Other,UK,Student,Single,2.78,6.81,4.18,2.36,3.62,YouTube,4.56,Tablet,39.75,10GB,1,Moderate,2,6.3,3,7,1.35,534.72,36.31,1,Movies,News,Netflix,2.99,1.79
45,Female,Canada,Professional,Divorced,1.77,6.15,2.83,0.95,1.33,TikTok,3.68,Tablet,67.28,50GB,4,Moderate,8,7.08,7,4,0.04,6385.47,146.08,1,News,News,Netflix,1.92,1.69
54,Male,India,Unemployed,Widowed,4.81,3.77,1.37,6.44,0.08,TikTok,7.72,Tablet,48.36,Unlimited,9,Low,9,4.62,1,5,0.29,8366.76,71.7,2,Short Videos,Networking,Amazon Prime,0.38,2.72
39,Other,Canada,Unemployed,Married,1.76,0.76,4.21,1.34,3.64,Facebook,7.49,Tablet,24.76,50GB,5,High,2,7.82,8,9,0.04,7315.38,240.45,1,Series,Networking,Netflix,1.59,2.78
43,Other,USA,Student,Divorced,0.89,5.59,2.51,2.23,0.35,Instagram,3.9,Smartphone,85.57,Unlimited,4,Moderate,5,4.05,2,9,1.14,2247.69,115.5,1,Short Videos,Networking,Netflix,2.32,2.99
38,Other,UK,Retired,Married,3.17,6.81,2.9,5.82,1.75,YouTube,2.49,Smartphone,21.86,10GB,9,Moderate,2,5.66,6,5,2.42,1801.67,186.93,0,Short Videos,Entertainment,YouTube,1.95,2.7
23,Other,Canada,Student,Divorced,1.24,3.7,1.64,1.35,2.71,Instagram,5.59,Smartphone,65.62,10GB,3,High,8,5.18,9,1,0.35,6266.79,402.47,1,News,Networking,YouTube,0.04,2.73
50,Female,UK,Student,Single,6.26,6.47,1.73,6.02,0.14,TikTok,5.55,Smartphone,65.64,Unlimited,2,Low,7,4.77,4,5,2.91,3326.39,40.03,5,Short Videos,Education,Spotify,3.48,2.39
27,Other,India,Unemployed,Married,5.19,2.44,4.38,6.57,1.02,Twitter,11.36,PC,53.43,50GB,1,Low,7,8.63,3,8,1.33,9444.35,301.94,0,Series,Education,YouTube,2.79,2.99
14,Male,Germany,Student,Single,2.33,6.23,0.58,4.31,3.86,TikTok,2.06,PC,93.68,10GB,9,Low,9,8.3,5,2,1.33,9527.71,329.62,4,Series,News,YouTube,0.29,1.24
46,Other,India,Retired,Widowed,3.88,2.46,3.63,4.81,4.62,Instagram,4.86,Tablet,43.26,10GB,8,High,6,4.26,2,2,0.86,3047.14,77.99,5,News,Education,YouTube,1.59,2.46
22,Other,Germany,Student,Divorced,4.05,1.19,2.82,2.55,0.54,TikTok,4.49,PC,5.37,Unlimited,9,Moderate,2,7.5,4,6,1.04,4870.99,106.35,3,Movies,Education,YouTube,3.67,0.79
61,Other,Germany,Professional,Married,2.4,9.11,3.28,4.91,0.24,Facebook,8.88,PC,34.17,10GB,9,Moderate,4,7.69,6,5,2.15,9514.66,219.85,1,Short Videos,News,Amazon Prime,3.99,1.94
62,Female,UK,Retired,Married,5.9,2.89,2.26,1.13,0.9,Facebook,3.06,PC,30.76,50GB,2,Low,3,7.93,4,8,1.43,3480.54,382.53,1,Series,Education,Amazon Prime,0.25,2.69
60,Female,India,Retired,Widowed,2.8,0.88,1.61,2.77,1.51,YouTube,10.07,Smartphone,65.3,10GB,3,Low,6,6.47,8,3,1.73,3190.76,8.06,0,Short Videos,Entertainment,Amazon Prime,1.47,1.18
